Date,삼성전자,삼성전자우,괴리율
2017-03-20,33237.62109375,24567.32421875,26.085792513683725
2017-03-21,33761.16796875,24916.755859375,26.19699685023208
2017-03-22,33681.84375,25023.11328125,25.707412376289522
2017-03-23,33158.28515625,24582.509765625,25.86314506378673
2017-03-24,32920.30859375,24187.490234375,26.527146106500798
2017-03-27,32682.34375,24005.173828125,26.55002342625749
2017-03-28,32904.453125,24157.103515625,26.584090536757703
2017-03-29,33142.43359375,24582.509765625,25.827686442854425
2017-03-30,33413.05078125,24780.884765625,25.834713723504137
2017-03-31,32792.234375,24460.44140625,25.40782330801452
2017-04-03,32983.234375,24567.251953125,25.515940390169817
2017-04-04,33492.640625,24841.919921875,25.828721001675277
2017-04-05,33540.41015625,25025.02734375,25.38842778854099
2017-04-06,33301.6171875,24643.546875,25.99894853079348
2017-04-07,33110.59765625,24521.474609375,25.940706767199373
2017-04-10,33381.2109375,24597.76953125,26.312530790735337
2017-04-11,33110.59765625,24338.365234375,26.493730233888247
2017-04-12,33349.37109375,24399.404296875,26.83698823499647
2017-04-13,33763.24609375,24658.80859375,26.965527765665122
2017-04-14,33444.8828125,24414.6640625,27.00030016736959
2017-04-17,33078.75390625,24201.033203125,26.838135222039355
2017-04-18,33031.0,24140.001953125,26.91713253269656
2017-04-19,32553.44140625,23972.14453125,26.36064423392256
2017-04-20,32059.95703125,23789.0390625,25.798281515748872
2017-04-21,32442.0078125,24201.033203125,25.40217195250082
2017-04-24,32824.0625,24201.033203125,26.270451126745815
2017-04-25,33986.11328125,24933.474609375,26.636286994515796
2017-04-26,34065.70703125,25040.2890625,26.49414544800312
2017-04-27,34893.46875,26230.5078125,24.826883791827086
2017-04-28,35514.30078125,26749.3203125,24.680143705314133
2017-05-02,35737.15625,27542.80078125,22.929511826364195
2017-05-04,36230.62890625,27313.90625,24.61100711037288
2017-05-08,37424.515625,27512.271484375,26.485965082213404
2017-05-10,36294.3046875,26581.46484375,26.76133329286555
2017-05-11,36214.71484375,26352.578125,27.232401970581925
2017-05-12,36469.421875,26611.986328125,27.029316726384216
2017-05-15,36692.265625,26810.353515625,26.931866814574768
2017-05-16,36915.12109375,27085.015625,26.628940058967622
2017-05-17,36883.28515625,27329.158203125,25.903676726871005
2017-05-18,36564.921875,27161.310546875,25.717575331548552
2017-05-19,35593.88671875,26596.720703125,25.277278895438837
2017-05-22,35896.33984375,26810.353515625,25.311734755338804
2017-05-23,35753.078125,27085.015625,24.24424120825261
2017-05-24,35721.2421875,27054.5,24.26215231264485
2017-05-25,36357.98828125,27252.8671875,25.04297273907632
2017-05-26,36676.34375,27558.0390625,24.861542223657448
2017-05-29,36310.23046875,27329.158203125,24.73427502299789
2017-05-30,35530.2109375,26718.80078125,24.799768770722626
2017-05-31,35577.96875,26688.27734375,24.986506308767275
2017-06-01,35562.05859375,26688.27734375,24.95294592298872
2017-06-02,36580.83203125,27313.90625,25.332736481591013
2017-06-05,36564.921875,27512.271484375,24.757745747610734
2017-06-07,36055.53515625,27466.498046875,23.821688049154208
2017-06-08,35944.09375,27756.419921875,22.778912955970686
2017-06-09,36692.265625,28351.5234375,22.731608543183274
2017-06-12,36119.20703125,28000.568359375,22.47734471260908
2017-06-13,36135.11328125,27985.310546875,22.553693608050253
2017-06-14,36103.2734375,28061.611328125,22.274052582229928
2017-06-15,36357.98828125,28107.380859375,22.692695090970915
2017-06-16,36278.39453125,28275.228515625,22.06041948391933
2017-06-19,37058.39453125,28580.416015625,22.87734971485564
2017-06-20,38315.96875,29312.8515625,23.497036565204947
2017-06-21,37790.64453125,29007.673828125,23.241124389561943
2017-06-22,38172.69921875,28992.408203125,24.04936303565283
2017-06-23,37902.078125,28977.15234375,23.547325694954885
2017-06-26,38427.39453125,29221.29296875,23.957131819107317
2017-06-27,38443.3046875,29312.8515625,23.75043768796704
2017-06-28,37965.75,28702.482421875,24.39901115643705
2017-06-29,38269.09375,29100.71484375,23.957658799406506
2017-06-30,37949.79296875,28518.69140625,24.851523090695384
2017-07-03,37694.33203125,28641.21875,24.01717391820243
2017-07-04,37518.71484375,28319.5859375,24.5187740160093
2017-07-05,37981.71875,28579.962890625,24.75337127647758
2017-07-06,38364.8828125,29024.1171875,24.347176220115035
2017-07-07,38205.23046875,28825.01953125,24.552164251888367
2017-07-10,38843.8515625,29376.39453125,24.373116079945888
2017-07-11,39115.26171875,29544.8828125,24.467122257966164
2017-07-12,39817.73828125,29743.990234375,25.299649055201822
2017-07-13,40360.55859375,30433.21484375,24.596646072032538
2017-07-14,40296.6953125,30310.681640625,24.781222366831027
2017-07-17,40424.421875,30938.654296875,23.46543781740849
2017-07-18,40584.07421875,30647.638671875,24.48358312503856
2017-07-19,40504.265625,30708.9140625,24.18350613534917
2017-07-20,40871.45703125,30953.962890625,24.26508585941079
2017-07-21,40775.66796875,31490.021484375,22.77251838398187
2017-07-24,40600.04296875,31214.33984375,23.117470915546097
2017-07-25,39913.53125,30678.279296875,23.13814805129526
2017-07-26,39785.81640625,30295.3671875,23.853850633209916
2017-07-27,39753.8828125,30540.427734375,23.17623946717469
2017-07-28,38125.40625,29407.0234375,22.86764567262808
2017-07-31,38476.65234375,29575.51171875,23.13387491582507
2017-08-01,38795.9609375,29437.66796875,24.121822846007447
2017-08-02,39115.26171875,30004.36328125,23.292438902774023
2017-08-03,38141.359375,28748.4296875,24.626625378372477
2017-08-04,38077.5078125,28779.06640625,24.419774140779058
2017-08-07,37981.71875,29008.802734375,23.624302193078083
2017-08-08,38093.47265625,29407.0234375,22.80298595283046
2017-08-09,36943.96484375,28656.544921875,22.43240528439661
2017-08-10,36640.62109375,28396.162109375,22.500871268749602
2017-08-11,35618.8359375,27569.09375,22.599677882861748
2017-08-14,35922.171875,28013.25390625,22.016814563081034
2017-08-16,36880.09765625,29116.025390625,21.052200940442027
2017-08-17,37550.65234375,29606.14453125,21.15677709077749
2017-08-18,37438.88671875,29667.400390625,20.757792256234247
2017-08-21,37390.984375,29437.66796875,21.270679387536184
2017-08-22,37518.71484375,29560.197265625,21.212127364353893
2017-08-23,37901.8828125,29973.734375,20.917558308964285
2017-08-24,37933.828125,29759.29296875,21.54946010013325
2017-08-25,37534.69140625,29131.34375,22.388215651749668
2017-08-28,36800.2734375,28472.75,22.628971634254587
2017-08-29,36784.296875,28916.908203125,21.38790011022876
2017-08-30,36880.09765625,29100.71484375,21.09371532854833
2017-08-31,36975.89453125,28870.96875,21.919485340375363
2017-09-01,37103.61328125,29177.29296875,21.362664203126275
2017-09-04,36752.37890625,29177.29296875,20.611144537943918
2017-09-05,37327.12890625,28733.1171875,23.023500522460573
2017-09-06,37518.71484375,29161.966796875,22.273545566998802
2017-09-07,38412.77734375,29743.990234375,22.567457259857484
2017-09-08,39179.1171875,30326.0078125,22.596500407682903
2017-09-11,39753.8828125,31183.703125,21.558094659385667
2017-09-12,39594.2265625,31244.966796875,21.08706367188556
2017-09-13,39610.1875,31168.392578125,21.312181170248184
2017-09-14,40153.01953125,31168.392578125,22.375968378000838
2017-09-15,40232.84375,31321.548828125,22.149304128856166
2017-09-18,41893.25,32393.67578125,22.675667843268307
2017-09-19,41605.85546875,32393.67578125,22.141546144674837
2017-09-20,41685.69921875,32546.8359375,21.92325774192457
2017-09-21,42148.68359375,32715.318359375,22.381162185985385
2017-09-25,42803.26953125,32960.375,22.99566046949721
2017-09-26,42803.26953125,32960.375,22.99566046949721
2017-09-27,41254.625,31627.884765625,23.334935742053165
2017-09-28,41030.50390625,31627.875,22.916191640575338
2017-09-29,41046.51171875,31689.33984375,22.796509333400078
2017-10-10,42263.1796875,32350.18359375,23.4553958482256
2017-10-11,43735.984375,33933.12109375,22.41372503977167
2017-10-12,43864.046875,33579.63671875,23.446104244685014
2017-10-13,43223.70703125,33502.80859375,22.489737935878466
2017-10-16,43159.66015625,33195.44140625,23.086879539659837
2017-10-17,43864.046875,33656.484375,23.27090915502766
2017-10-18,43832.03515625,33595.015625,23.355108871303017
2017-10-19,42407.25,32257.978515625,23.932868753279216
2017-10-20,43095.640625,32903.44140625,23.650186123088872
2017-10-23,43463.84375,33087.8515625,23.872698068725224
2017-10-24,43255.7265625,33395.23046875,22.795816594370724
2017-10-25,43143.66796875,32964.9140625,23.592694792716088
2017-10-26,41943.01171875,31766.189453125,24.263451403694987
2017-10-27,42487.30078125,32519.23828125,23.461275055625535
2017-10-30,43255.7265625,32811.234375,24.14591781832355
2017-10-31,44088.1796875,34424.890625,21.918094897530462
2017-11-01,45801.11328125,35884.88671875,21.650623428316297
2017-11-02,45673.05078125,35792.671875,21.632841987218768
2017-11-03,45128.75,35347.0,21.675207046505832
2017-11-06,45128.75,35116.4765625,22.186019859845445
2017-11-07,44904.625,35070.36328125,21.900331466413537
2017-11-08,45432.91796875,35193.30859375,22.537864246454703
2017-11-09,45096.73046875,35055.0,22.267092013928742
2017-11-10,45144.76171875,34824.46875,22.860443993580027
2017-11-13,45128.75,34686.1640625,23.13954172783425
2017-11-14,44760.53515625,34194.37890625,23.605964971409925
2017-11-15,44296.30078125,33779.44140625,23.742071436023025
2017-11-16,44648.49609375,33810.17578125,24.27477129295106
2017-11-17,44680.5078125,33810.17578125,24.329025258322762
2017-11-20,44184.23046875,33887.01171875,23.305189749276884
2017-11-21,44248.28125,33917.75390625,23.346731334903545
2017-11-22,44792.56640625,35008.88671875,21.842194972188203
2017-11-23,44264.2890625,34424.890625,22.228750638256116
2017-11-24,44392.359375,34640.0546875,21.968430659696153
2017-11-27,42135.10546875,32841.96875,22.055567715719533
2017-11-28,42647.390625,33026.3984375,22.55939237196883
2017-11-29,42103.09375,32734.392578125,22.251811773036277
2017-11-30,40662.30859375,32211.87890625,20.78197224837075
2017-12-01,40694.32421875,32211.87890625,20.844295796394363
2017-12-04,41094.5390625,31950.607421875,22.250965333175163
2017-12-05,41030.50390625,31750.814453125,22.61656223946951
2017-12-06,40037.96484375,30767.248046875,23.15481526859419
2017-12-07,40614.2734375,31120.728515625,23.374897833601064
2017-12-08,41622.81640625,31889.140625,23.385432850691025
2017-12-11,41446.7265625,31889.140625,23.059929529265823
2017-12-12,41702.87109375,32042.8203125,23.16399453537325
2017-12-13,41078.53125,31597.134765625,23.081147733038776
2017-12-14,40870.41015625,31796.92578125,22.200619813482497
